case_id,question,query_slice,difficulty,relevant_publication_ids,document_title,prior_keywords,suggested_pages,matched_keywords,page_evidence,relevant_pages,relevance_grade,reviewed_by,adjudication_status,notes
gq-032,MUM-T 발전을 위해 필요한 기술적 요소와 제도적 요소를 각각 설명하시오.,multi_hop,hard,pub:kida:780ab1feb626e0554a8e217b5547378f,유무인복합체계(MUM-T)발전방향에대한소고,MUM-T;기술;제도;발전방향,"9,7,11,1","MUM-T,기술,제도 | MUM-T,기술,발전방향 | MUM-T,기술,발전방향 | MUM-T,기술,발전방향","p9: …Issues & Analyses - 국내에서는 최근 무기체계 소요에 기여하지 않는 첨단 미래도전국방기술 연구개발의 법적 근거 를 마련하는 등 국방분야 첨단과학기술의 선도 기반을 구축하고, 국방기술 …  ||  p7: …가 위험에 노출되지 않은 상태에서 적을 타 격하므로 유인헬기의 생존성을 높일 수 있다. 미국에서는 MUM-T를 위한 기반 기 술로써 전용 통신체계도 개발하고 있으 며, 이는 열악한 환경에서도 최소한…  ||  p11: …KIDA Defense Issues & Analyses - MUM-T를 정의했으며, 2011년에 무인체계 통합로드맵(2011-2036)에서 MUM-T를 구체화하고 로드맵 및 분류체계를 발표하였다.2…  ||  p1: …제1977호(24-4) 2024년 1월 29일 유・무인복합체계(MUM-T) 발전방향에 대한 소고 나상욱 한국국방연구원 전력투자분석센터 ryan@kida.re.kr 김리아 한국국방연구원 국방자원연구센…",,,,draft,매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고 | 다중 문서 근거 필요
gq-038,글로벌 사우스의 부상이 한국 국방정책에 미치는 영향과 대응 방안은?,multi_hop,hard,pub:kida:46286be240f4e70646737f212f0a2fa1,글로벌사우스의부상과한국의대외정책적과제,글로벌사우스;국방정책;방산;외교,"7,11,9,8","방산,외교 | 방산,외교 | 외교 | 외교","p7: …es - 투자가 이뤄진 것은 괄목할 만한 사항이라 할 수 있다. 그러나, 일대일로를 둘러싼 ‘부채 외교 (debt-trap diplomacy)’ 논란이 끊이지 않았고, 실제 2022년부터 불거진 글…  ||  p11: …KIDA Defense Issues & Analyses - 관심이 있어 방산 등 여러 분야에서 협력의 여지가 많은 편이다. 그러나, 국제사회 문제 해결을 위한 한국의 기여가 충분하지 않다는 인식이 …  ||  p9: …), 미국-아세안 정상회의(2021/2022) 등 바이든 행정부는 글로벌 사우 스와의 소다자・다자 외교 강화한 것이 일례이다.30) 무엇보다 바이든 행정부는 글로벌 거버넌스 개혁에 소극적이었던 이전…  ||  p8: …. 이후 아르헨티나와 사우디는 브릭스 가입을 철회했지만, 브릭스 확대는 글로벌 사우스를 둘러싼 국제외교의 큰 이정표로 평가받 고 있다. 중국과 러시아는 브릭스 확대를 통해 글로벌 사우스와의 접점을 …",,,,draft,매핑: 2024_노인규_글로벌사우스의부상과한국의대외정책적과제 | 다중 문서 근거 필요
gq-039,중대재해처벌법이 군에 미치는 영향과 군의 특수성을 고려한 적용 방안은?,multi_hop,hard,pub:kida:10152162705b8b446f4c6f7d6a7b8360,중대재해처벌법과군특수성,중대재해;처벌법;군 특수성;안전,"9,8,2,3","중대재해,처벌법,군 특수성,안전 | 중대재해,처벌법,군 특수성,안전 | 중대재해,처벌법,군 특수성,안전 | 중대재해,처벌법,군 특수성,안전","p9: …고 판결하였다. 하지만 해 당 판결은 「고용보호법」의 대상으로서의 근로자에 대한 해석이라는 점에서 중대재해처벌법에 그 대로 적용 가능한지 고민해 볼 필요가 있겠다. 만약, 판례에 따라 현역병을 근로…  ||  p8: …DA Defense Issues & Analyses - Health)을 통해 적극적으로 구성원들의 안전을 확보하고 있다. 또한, 특수한 군사시설에 근무하는 군무원에 대해 「산업안전보건법」 적용 예외…  ||  p2: …KIDA Defense Issues & Analyses - 2022년 1월 시행된 「중대재해 처벌 등에 관한 법률」(이하 “중대재해처벌법”)에 따라, 산업계는 물론 공공분야에서도 구성원의 안전・보건…  ||  p3: …KIDA D efense Issues & Analyses - 군 특수성 일반 산업현장과 군 조직에서 발생하는 재해 및 안전사고의 차이점을 업무 및 책임 범위, 교육 훈련, 시설 환경 측면으로 나누어…",,,,draft,매핑: 2024_김미희_중대재해처벌법과군특수성
gq-041,러시아-우크라이나 전쟁의 종전 구상과 전쟁 향방을 분석하고 한반도에 대한 시사점을 도출하시오.,multi_hop,hard,pub:kida:a5c30566817e1c06d73ca05520f8e69c,러시아-우크라이나전쟁종전구상논의와전쟁의향방,러시아;우크라이나;종전;한반도,"73,7,18,19","러시아,우크라이나,종전,한반도 | 러시아,우크라이나,종전 | 러시아,우크라이나,종전 | 러시아,우크라이나,종전","p73: …김상희. (2023.2.26.). 러시아-우크라이나전쟁이장기화될수밖에없는이유. 머니투데이. 권수현. (2023.2.25.). ""영프독, 우크라나토가입대신방위협정모색 ...종전협상유도"". 연합뉴스. …  ||  p7: …················································12 II. 러시아-우크라이나 전쟁 전황 추이·····································…  ||  p18: …장기화가국내정치및전쟁종결 에미치는영향을검토하였는데, 전쟁이장기화할수록전쟁을떠받치는지지연합이 견고해져종전협상이더힘들어진다는결론을내렸다.6) 이번전쟁을일으킨러시아 전형적인하이브리드체제로전쟁비용증가를국내…  ||  p19: …진러시아-우크라이나전쟁역시2차대전이후치러진많은전쟁처럼어느일방의 승리나패배로귀결되기보다는소모전형태로장기전에접어들었다. 이는러시아-우 크라이나전쟁이휴전이나종전형태로종결될개연성이크다는점을잘보여준다. 일례…",,,,draft,매핑: 2023_노인규_러시아-우크라이나전쟁종전구상논의와전쟁의향방 | 다중 문서 근거 필요
gq-042,핵보유국들의 핵정책을 비교하고 한국의 대북 핵전략에 대한 함의를 도출하시오.,multi_hop,hard,pub:kida:43cc77568f5dcc77ad2de626602c50f2,핵보유국의핵정책비교연구,핵정책;억제;선제사용;핵전략,"43,36,25,42","억제,핵전략 | 억제,핵전략 | 억제,핵전략 | 억제,핵전략","p43: …평가를 받고 있다. 최소 억제는 핵탄두의 숫자에 관한 것일 뿐이고, 모든 전장상황에 서 핵에 의존하는 억제전략을 선택하고 있다. 파키스탄의 전면적 억제전략은 능동적 인 핵전략이다. 따라서 파키스탄은…  ||  p36: …시행한 것은 1974년이지만 공 식적인 핵 독트린은, 1999년 국가안보자문위원회(NSAB)가 최소억제, 선제핵불사용, 징벌적 보복을 기반으로 한 “핵 독트린 초안(Draft Nuclear Doct…  ||  p25: …인 핵 억제력을 유지하고 있는 것이다. 영국이 “이중 안전장치”를 유지하는 논리는 다 음과 같다. 타국에 안보를 의존하는 것, 혹은 위탁하는 것은 위기 상황에서 영국의 대 응 능력을 제한할 수 있고…  ||  p42: … 위한 과정이 아니라 핵 개발에 성공했다는 것을 대외적으로 알리는 이벤트로 볼 수 있다. 나. 핵 억제전략 파키스탄은 선언전략을 선택하지 않고 있다. 파키스탄은 공식적인 정부의 문서로 핵전략을 발표…",,,,draft,매핑: 2023_박상현_핵보유국의핵정책비교연구 | 다중 문서 근거 필요
gq-043,AI 기반 북한 군사정세 분석과 전통적 분석의 장단점을 비교하고 통합 활용 방안을 제시하시오.,multi_hop,hard,pub:kida:0f8510f865a0e83e2a77167d0e94b546,인공지능기반북한군사정세분석시범연구,AI;북한;군사정세;분석,"8,11,65,114","AI,북한,군사정세,분석 | AI,북한,군사정세,분석 | AI,북한,군사정세,분석 | AI,북한,군사정세,분석","p8: …2. 미국 국방 분야의 생성형 AI 거버넌스 사례····················································· 50 가. 국방 분야 생성형 AI 활용: 미 국방부의…  ||  p11: …그림목차 <그림 I-1> 북한군사정세분석 모형 개념·························································· 19 <그림 II-1> Char-RNN의 …  ||  p65: …IV. 북한군사정세분석을 위한 AI 활용 사례 1. 전통적 북한정세분석과 AI 북한의 공개자료는 매우 제한적인 정보만을 전달하지만, 내부 정책동향을 반 영하고 있다. 사회주의 체제에서는 공개적인 토…  ||  p114: …전 수순에서 어디에 있는지를 점검해볼 필요도 있다고 생각된다. 결국 국방정 책 당국이 생성형 AI 활용 거버넌스에서 예상되는 요구사항들을 모두 충족시 켜야 한다면, 한국 역시 국방정책 분야에 생성형…",,,,draft,매핑: 2023_이중구_인공지능기반북한군사정세분석시범연구 | 다중 문서 근거 필요
gq-044,미래 국방환경 변화에 따른 군무원의 역할 재정립과 인력 운영 개선 방향을 종합하시오.,multi_hop,hard,pub:kida:3c7e92c303d23f16c088198563bf3951,미래국방환경에부합한군무원의역할활용분야정립,군무원;역할;인력운영;미래국방,,,,,,,draft,매핑: 2023_오혜_미래국방환경에부합한군무원의역할활용분야정립 | 다중 문서 근거 필요
gq-062,C4ISR 체계의 구성요소는?,exact_term,medium,pub:kida:035182e3c76ed3b460b222be0dcc2673,2개의전쟁무엇을배울것인가,C4ISR;지휘통제;통신;정보,"2,8,1,12",정보 | 정보 | 정보 | 정보,"p2: …창출해 줄 수 있을 것이라는 믿음을 주었다. 물론 무기의 정밀화, 화력수단의 다양화 그리고 실시간 정보처리의 우위 등 첨단기술을 통한 미래 군사력의 모습들이 현장에서 구현되고 있으며, 특히 드론 등…  ||  p8: …전쟁의 본질을 고려해 볼 때, 전쟁에서 공격작전의 중요성은 더욱 강조되어야 한다. 첫째, 불완전한 정보의 한계이다. 기본적으로 유사한 군사력(기동력과 화력 등)을 보유하고 있 더라도 방자의 우위는 …  ||  p1: … 왔던 미래전과는 다소 다른 양상을 보이고 있다. 무기의 정밀화, 화력수단의 다양화 그리고 실시간 정보처리의 우위 등 첨단기술을 통한 미래 군사력의 모습들과 함께 여전히 잔혹하고 비극적인 상황도 동…  ||  p12: …정책 전반에 관한 원고를 모집하오니, 많은 투고 바랍니다. 원고 종류 안보, 군사, 인력, 군수, 정보화 등 국방정책과 관련된 논문 원고 분량 A4 용지 20~30매 내외(국방정책연구 원고집필요령 …",,,,draft,매핑: 2024_유기현_2개의전쟁무엇을배울것인가
gq-063,PBL(성과기반군수지원)의 핵심 개념은?,exact_term,medium,pub:kida:60b7c6f64ff31abb2907a468d3e4da00,전시우리군성과기반군수지원의지속지원성향상을위한발전,PBL;성과기반;군수지원;계약,"6,2,5,8","PBL,성과기반,군수지원,계약 | PBL,성과기반,군수지원,계약 | PBL,성과기반,군수지원,계약 | PBL,성과기반,군수지원,계약","p6: …se Issues & Analyses - 해줄 것을 가정한 전시 계획을 수립하고 있다. 현재 국내 PBL 업체는 전시 동원대상인 중점관리대 상업체로 지정되어 있으나, 해당 업체에 고지된 임무는 단순…  ||  p2: …으로 모색하고 있다. 이러한 맥락에서, 근래 우리 군의 장비유지 방식 중 그 비중이 높아지고 있는 성과기반군수지원 (Performance Based Logistics, 이하 PBL)을 살펴볼 필요가…  ||  p5: …KIDA Defense Issues & Analyses - (2) 전시 PBL 업체 직원의 지위와 자격, 권한에 대한 기준 명확화 군과 업체가 각 사업의 PBL 계약을 통해 전시 지원임무와 절차를 …  ||  p8: …KIDA Defense Issues & Analyses 전시 PBL 지속지원성 향상을 위한 발전방안 관련 주체 정부 군 업체 ∙ 중점관리대상업체에 대한 전・평시 지원제도 강화 ∙ 전시 PBL 업체 …",,,,draft,매핑: 2024_권남연_전시우리군성과기반군수지원의지속지원성향상을위한발전
gq-069,DAPA(방위사업청)의 조달 절차는?,exact_term,medium,pub:kida:bc3a9c9a14c66016c41eb20e670ccd8a,국방소프트웨어획득제도정비방안,DAPA;방위사업청;조달;획득,"4,5,6,3",획득 | 획득 | 획득 | 획득,"p4: …「방위사업법」에는 소프트웨어와 관련된 별도의 조항이 존재하지 않기 때문에 하드웨 어 획득에 특화된 기존의 절차를 준용해야 한다. 다만, 「방위사업관리규정」에서는 제 2장 제5절, 제3장 제4절을 통…  ||  p5: … 중점을 두었다면 2023년도부터는 사용자 평가 및 환류 시점, 주기 등에 관심을 가졌다. 셋째, 획득과 운영유지 단계를 분리하지 않고 지속적으로 성능을 개선할 수 있는 다양한 노력을 강 구하고 있…  ||  p6: …한 로드맵에 따라 지속 업데이트하여 운영과 개발이 동시에 진행되어야 한다. 현행 법령에서 ‘획득절차’에 대해 적시한 조항은 존재하지 않고 획득절차와 관련한 각 조항에서의 예외 규정이라든지 획득절차를…  ||  p3: …고 있고, 그 일환으 로 한국형 전력증강 프로세스 재정립 방안을 모색하고 있다. 이와 관련하여 국방획득 체계 측면에서 추진되고 있는 가장 큰 변화는 기존의 중장기 소요 획득과 긴급소요 획득 등 2개…",,,,draft,매핑: 2023_남기헌_국방소프트웨어획득제도정비방안
gq-087,국군사이버사령부의 임무는?,exact_term,easy,pub:kida:cb834625898e6eafe83599beaaee859c,국방사이버전문인력의전문성판단개선방안,사이버사령부;사이버전;방어;공격,"15,1,11,8","사이버전,방어,공격 | 사이버전,방어,공격 | 방어,공격 | 방어,공격","p15: …서도 디지털화가 확산 되면서 사이버 보안 문제는 점점 더 중요해지고 있다. 특히나 국방 영역에서는 사이버전에 대비하여 사이버 전문인력이 중추적인 임 무를 수행하게 될 것이다. 이들의 역량에 따라 민…  ||  p1: …의 획득 및 양성에 많은 노력을 기울이고 있다. 이들의 역량에 따라 민감 한 정보의 보호, 사이버 공격에 대한 방어 그리고 시스템 또는 네트워크의 보안 강화 등에 결정적 인 영향을 미치기 때문이다.…  ||  p11: …가에서는 연간 업무성과 평가 점수를 반영하도록 하였다. 마지막으로 추가 가점에서는 사이버 무기체계/방어체계 개발 시 전문가 위원회를 통해 기술능력지수 합계 30점 이내에서 추가 가점을 제공하도록 설…  ||  p8: … 학위 및 전공 ○ 학력지수 실전 경험 평가 시뮬레이션 및 실습 성적 (기술 문제 해결 및 사이버 공격/방어 대응 성공률) × n/a 실제 작전에서의 성과 및 참여 경험 △ 전문대회지수 (소수 인력…",,,,draft,매핑: 2024_김성태_국방사이버전문인력의전문성판단개선방안
gq-091,ATACMS(육군전술미사일)의 사거리와 용도는?,exact_term,medium,pub:kida:d97f67aac09c745bce808e48ca694533,신영역작전수행개념과연계한한반도미사일전략발전방향연구,ATACMS;전술미사일;사거리;종심,"83,87,86,84","ATACMS,전술미사일,사거리 | ATACMS,사거리 | ATACMS,사거리 | 사거리,종심","p83: …문가들이 밝힌 일반적인 인식과 의견을 종합 하였다. 146) 미국은 INF 조약 준수 이행으로써, 사거리 300km의 MGM-140 육군 전술미사일시스템 (ATACMS)과 같은 단거리 지대지 미사일…  ||  p87: …서 80m 또는, 그 이상으로까지 늘어나는 데 비해 정밀유도무기는 항법과 조종능력의 발전으로 어떤 사거리에서 타격하더라도 154) ATACMS는 1980년대에 개발되었으며 사막의 폭풍 작전과 이라크…  ||  p86: …S(High Mobility Portal Rocket Systems)를 혼합하여 사용하고 있으나, ATACMS의 사거리가 300km이기 때문에 3 개의 고리개념에서 거리의 충분성을 주지 못함이 제한…  ||  p84: …러 시아는 각각의 국가가 위치한 곳에서부터 자국을 중심으로 하여 목표지점을 타격할 수 있는 미사일 사거리를 확장하는 개념으로 타격전력을 개발하고 있다. 그러나, 미 국의 미사일 전략은 중국과 러시아…",,,,draft,매핑: 2023_김기원_신영역작전수행개념과연계한한반도미사일전략발전방향연구
gq-096,전장에서 자율무기체계 도입의 윤리적 쟁점은?,concept,hard,pub:kida:780ab1feb626e0554a8e217b5547378f,유무인복합체계(MUM-T)발전방향에대한소고,자율무기;윤리;인간통제;LAWS,4,자율무기,"p4: …터, 3D프린터이다. 이를 바탕으로 기계학습, 유무인 협업, 인간 운용 지원, 유무인 전투 협업, 자율무기를 5대 기술 분야이 자, 우선적 투자 순위로 구체화하였다. 이를 종합해보면 3차 상쇄전략의…",,,,draft,매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고
gq-097,디지털 네이티브 세대의 군 적응을 위한 방안은?,concept,medium,pub:kida:04c54f24414c6959db7cf2cb298b5849,한국의사회문화적이슈가군에미친영향,디지털;MZ세대;병영;적응,"90,9,11,128","병영,적응 | 병영 | 병영 | 병영","p90: …권고안 중 특히 민관군 병영문화혁신위원회에서는 병의 휴대폰 사용을, 또 위원회 와 국회 특위 모두에서는 장병 인권 보장을 위한 법률의 제정, 그리고 외부 감독관으 로서 군 옴부즈만 제도 도입 등을 …  ||  p9: …································ 81 2005년 최초의 민·관·군 합동 병영문화 개선대책위원회··························· 84 2014년 민·관·군 …  ||  p11: …········································· 61 <표 13> 선진 병영문화 추진 배경 및 과제 ·······································…  ||  p128: …“당초 국방부가 기획예산처에 병영기본시설 개선을 위해 요구한 액수는 총 5197억원인 데 이중 65%만 반영되어 3414억원으로 편성이 되었습니다. 이러한 추세라면 병영시설 개선 5개년 계획이 끝나…",,,,draft,매핑: 2023_독고순_한국의사회문화적이슈가군에미친영향
gq-098,국방 분야 스타트업 육성의 필요성은?,concept,medium,pub:kida:780ab1feb626e0554a8e217b5547378f,유무인복합체계(MUM-T)발전방향에대한소고,스타트업;민군협력;혁신;방산,"10,9,4,7","스타트업,혁신 | 혁신,방산 | 스타트업,혁신 | 스타트업,혁신","p10: …없는 실시간 통신 및 데이터링크 기술 등 첨단 민간기술이 군에 빠르게 도입될 수 있는 민・군 협력 혁신생태계를 조성해야 한다. 최근 미국은 주변 국가들의 국방과학기술 수준이 비슷한 수준으로 발전함에…  ||  p9: …의 선도 기반을 구축하고, 국방기술 기획・관리・평가 전담 기관인 국방기술진흥연구소 설립 등 도전적・혁신적 국방 R&D 기반을 마련하였다. 그러나 아직 국내 국방과학기술 수준은 최고 선진국인 미국 대…  ||  p4: …제 및 모니터링 LOI 5 유인기에서 이・착륙을 포함한 무인기 통제 및 모니터링 미국 국방과학기술 혁신 전략과 유・무인복합체계(MUM-T) 추진동향 미국 국방부는 전 세계 군사적 우위를 지속적으로 …  ||  p7: …있으며, 지상에서의 유・무인복합체계는 MUM-T(Ground)로 부르고 있다. 미국의 국방과학기술 혁신전략과 유・무인복합체계 추진 동향에서의 시사점을 다음과 같이 요 약해볼 수 있다. 첫째, 미군은…",,,,draft,매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고
gq-103,사이버 공격에 대한 국제법적 대응의 한계는?,concept,hard,pub:kida:cb834625898e6eafe83599beaaee859c,국방사이버전문인력의전문성판단개선방안,사이버;국제법;귀속;비례성,"11,4,2,3",사이버 | 사이버 | 사이버 | 사이버,"p11: …KIDA Defense Issues & Analyses - 역량지수 개선(안)의 주요 특징으로 1 사이버 기본소양 지표에서는 사이버 전문인력의 기본적 인 자격증 보유 여부를 판단한다. 공식적인 자격…  ||  p4: … D efense Issues & Analyses - 개선에 관한 주요이슈는 다음과 같다. 첫째, 사이버 행정/기술의 개별적인 역량지수 개발 필요성 여부이다. 둘째, 역량지수를 구성하는 각 지수의 …  ||  p2: …KIDA D efense Issues & Analyses - 국방 안보를 위협하고 있는 국내・외적 사이버 공격은 지속해서 증가하고 있다. 사이버 전력은 사이버 작전을 수행하는 인력의 역량 또는 전문…  ||  p3: …KIDA Defense Issues & Analyses - 사이버 전문인력 역량지수 현황 및 문제점 사이버 전문인력의 전문성은 역량지수로 판단하고 있다. 현재, 역량지수는 사이버 행정인력과 기술인력…",,,,draft,매핑: 2024_김성태_국방사이버전문인력의전문성판단개선방안
gq-108,무인정찰기 운용의 장단점은?,concept,easy,pub:kida:780ab1feb626e0554a8e217b5547378f,유무인복합체계(MUM-T)발전방향에대한소고,무인기;정찰;드론;UAV,"3,2,6,10","무인기,정찰,UAV | 무인기,정찰 | 무인기 | 무인기","p3: … 적을 선제타격할 수 있다. 2001년 9.11 테러 발생 이후 시작된 미국-아프가니스탄 전쟁에서 무인기 MQ-1 Predator는 헬 파이어 미사일로 적을 공격하고 정찰용 무인기로서 영상을 전송하…  ||  p2: …) 추진 배경 무인체계의 발단은 1차 세계대전에서 제너럴모터스(GM)의 지원을 받아 제작된 폭격용 무인기 케터링버그가 비행을 함으로써 시작된 것으로 볼 수 있다. 이후 제2차 세계대전과 베트남전쟁,…  ||  p6: …고 정의하였다.14) 미국은 유・무인복합체계를 중요한 능력으로 여겨왔으며, 미국 육군에서 주도하여 무인기를 활 용한 MUM-T를 먼저 추진하였다. 미국의 가장 대표적인 유・무인복합체계(MUM-T)는…  ||  p10: …es & Analyses - 또한, MUM-T 도입 시 LOI 수준에 따라 기존 유인기 조종사에게 무인기 조종 등 추가적인 업무 가 발생하게 되므로 이러한 워크로드를 경감시켜줄 수 있는 AI기반 자…",,,,draft,매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고
gq-112,국방 데이터 활용의 과제는?,concept,medium,pub:kida:65126140b8accf27c4602672371a65e3,국방정책AI개념설계연구,데이터;국방;분석;표준화,"4,5,3,1","데이터,국방,분석 | 데이터,국방,분석 | 국방,분석 | 데이터,국방","p4: … 및 관리는 AI 현황이나 노력의 가시화 차원에서 기반이 되는 핵 심 활동이다. 본 연구의 목적은 국방분야에서 정책적 수단을 제공하는 AI(국방정책 AI)에 대한 개념을 정립하고 이를 구현하기 위한…  ||  p5: …의 단계이다. 특 히, AI 서비스 기획은 앞서 언급한 AI Use Case를 정의하는 활동이며, 국방정책 분 야 의사결정 문제 중에서 AI 기술을 활용하여 접근하는 것이 타당한지 검토하는 것 이 …  ||  p3: …국내외 공공부문이나 민간부문의 AI 투자가 증가하게 된 계 기가 되었으며, 2020년 8월에는 미 국방부 산하 연구기관인 DARPA(Defense Advanced Research Projects A…  ||  p1: …연구보고서 데이터 2023-5009 국방정책 AI 개념 설계 연구 심승배 윤병권 조성림 심광신 이은정 송병규 김영도 홍수민 박태현…",,,,draft,매핑: 2023_심승배_국방정책AI개념설계연구
gq-114,도시 지역 전투의 특수성은?,concept,medium,pub:kida:035182e3c76ed3b460b222be0dcc2673,2개의전쟁무엇을배울것인가,도시전;시가전;민간인;근접전,"5,4,1,10",민간인 | 도시전 | 도시전 | 도시전,"p5: …한 바 있다. 이러한 작전은 지상군의 안전을 위해 불가피한 측면이 존재하나, 도시에 거주하고 있는 민간인들을 고려 시 매우 위험한 방식이 될 수 있다. 때문에, 이스라엘 공군은 부수적인 피해를 제한…  ||  p4: …와 미래 어느 곳에 서도 반드시 발생할 수 있다는 점은 분명해 보인다. 첫째, 지상 전투에서 특히 도시전투의 중요성은 반드시 각인되어야 한다. 현재 이스라엘은 Gaza와 Khan Younis에서, …  ||  p1: …었고, 셋째, 방어의 한계와 공격의 중요성을 인식해야 한다는 것이다. 이에 따른 시사점은 첫째, 대도시전투의 중요성과 전투력 창출수단의 유지가 전쟁의 승패를 결정할 수 있고, 둘째, 가장 효과적이고…  ||  p10: … 것이 우리 군의 과제가 될 것이다. 우크라이나와 가자에서 벌어지고 있는 상황에서 우리는 ‘대규모 도시전투에 대비’해야 하고, ‘드 론의 효과적 활용’을 준비해야 하며, ‘방어태세 및 체계의 한계’…",,,,draft,매핑: 2024_유기현_2개의전쟁무엇을배울것인가
gq-121,민군 기술 융합의 촉진 방안은?,concept,medium,pub:kida:c3041ffbe334de2bf5d03a6db540e820,국방과학기술소유권의민간이전방안검토,민군융합;기술이전;R&D;벤처,"18,42,75,76","기술이전,R&D | 기술이전,R&D | 기술이전,R&D | 기술이전,R&D","p18: …요성을 논의하고, 이 를 위한 법규 개정사항 도출 추완호 박수경 산업혁신연구 국방연구개발 결과물의 기술이전·사업화 성과의 영향요인에 관한 연구 ·국방연구개발 결과물의 기술이 전과 사업화 성과의 영향…  ||  p42: …II. 사례 분석 1. 국내 사례: 기술활용성 고도화 관점 가. 개요 우리나라에서는 2000년에 「기술이전촉진법」을 제정하면서 공공기술의 기술이전 및 사업화 기반을 조성하기 시작했으며, 이후로 법제…  ||  p75: …사업청. (2022). 2022년도 방위사업 통계연보. 산업통상자원부. (2020). 제7차 기술이전·사업화 촉진계획. 손수정 등. (2021). 기술사업화 정책 20년의 성과와 과제. …  ||  p76: …KISTEP Issue Paper, 13. 추완호, 박수경. (2017). 국방연구개발 결과물의 기술이전·사업화 성과의 영향요인 에 관한 연구. 산업혁신연구, 33(3), 125-160. 한국전…",,,,draft,매핑: 2023_양영철_국방과학기술소유권의민간이전방안검토
gq-131,AI 기반 자율무기체계 도입과 국제인도법 준수의 균형점을 어떻게 찾을 수 있는가?,multi_hop,hard,pub:kida:780ab1feb626e0554a8e217b5547378f,유무인복합체계(MUM-T)발전방향에대한소고,자율무기;인도법;인간통제;MHC,4,자율무기,"p4: …터, 3D프린터이다. 이를 바탕으로 기계학습, 유무인 협업, 인간 운용 지원, 유무인 전투 협업, 자율무기를 5대 기술 분야이 자, 우선적 투자 순위로 구체화하였다. 이를 종합해보면 3차 상쇄전략의…",,,,draft,매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고 | 다중 문서 근거 필요
gq-133,사이버전 역량 강화와 인력 양성 정책의 연계 방안을 제시하시오.,multi_hop,hard,pub:kida:cb834625898e6eafe83599beaaee859c,국방사이버전문인력의전문성판단개선방안,사이버;인력양성;전문성;채용,"4,2,3,15","사이버,전문성 | 사이버,전문성 | 사이버,전문성 | 사이버,전문성","p4: … D efense Issues & Analyses - 개선에 관한 주요이슈는 다음과 같다. 첫째, 사이버 행정/기술의 개별적인 역량지수 개발 필요성 여부이다. 둘째, 역량지수를 구성하는 각 지수의 …  ||  p2: …KIDA D efense Issues & Analyses - 국방 안보를 위협하고 있는 국내・외적 사이버 공격은 지속해서 증가하고 있다. 사이버 전력은 사이버 작전을 수행하는 인력의 역량 또는 전문…  ||  p3: …KIDA Defense Issues & Analyses - 사이버 전문인력 역량지수 현황 및 문제점 사이버 전문인력의 전문성은 역량지수로 판단하고 있다. 현재, 역량지수는 사이버 행정인력과 기술인력…  ||  p15: …Issues & Analyses 맺음말 민간영역뿐만 아니라 국방 영역에서도 디지털화가 확산 되면서 사이버 보안 문제는 점점 더 중요해지고 있다. 특히나 국방 영역에서는 사이버전에 대비하여 사이버 전…",,,,draft,매핑: 2024_김성태_국방사이버전문인력의전문성판단개선방안 | 다중 문서 근거 필요
gq-137,국방 SW 획득체계 개선과 AI 기반 무기체계 개발 촉진 방안을 종합하시오.,multi_hop,hard,pub:kida:bc3a9c9a14c66016c41eb20e670ccd8a,국방소프트웨어획득제도정비방안,SW획득;AI;애자일;무기체계,"4,5,6,3",무기체계 | 무기체계 | 무기체계 | 무기체계,"p4: …의 절차를 준용해야 한다. 다만, 「방위사업관리규정」에서는 제 2장 제5절, 제3장 제4절을 통해 무기체계 소프트웨어와 전장관리정보체계의 획득에 관해 규정하고 있다. 세부 규정 및 매뉴얼을 살펴보면…  ||  p5: …방위력개선사 업으로 획득되는 소프트웨어는 전력지원체계 획득절차를 따르는 자원관리정보체계와 는 달리 무기체계이기 때문에 소요·획득·운영유지 단계별 조직·예산 등이 분리되어 있어 연계성 강화의 필요성이…  ||  p6: … 제시하였다. 첫째, 소프트웨어 획득의 중요성을 강조하기 위해 유연하고 신속한 소요기획이 가능한 ‘무기체계 소프트웨어 소요’를 신설하는 것을 골자로 한 「방위사 업법」, 「방위사업법 시행령」, 「국…  ||  p3: …트웨어를 총칭하는 것으로 공감대가 형성되어 있다. 국방 소프트 웨어는 일반적인 군수품과 마찬가지로 무기체계와 전력지원체계로 구분되는데, 본 연구에서는 무기체계로 분류되는 국방 소프트웨어의 획득절차를…",,,,draft,매핑: 2023_남기헌_국방소프트웨어획득제도정비방안 | 다중 문서 근거 필요
